nick,title,hour,date_posted,num_replys,find_helpful,awarded,num_user_products,content_text,user_reviews_cursor
16293029,推荐,"['总时数', '30.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好,AoJ4h7+q1psDe4r6tgY=
wfei777,推荐,"['总时数', '50.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,免费获取的产品hard to play but it is a good game,AoJwp6H9/poDfJn4qwY=
無伈,推荐,"['总时数', '56.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 4  项产品,好玩,AoJwp6H9/poDfJn4qwY=
2567883474,推荐,"['总时数', '56.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,画质出色，国风浓厚，该黑暗的地方黑暗，该美如画的地方美如画 ,AoJwp6H9/poDfJn4qwY=
mslklk,推荐,"['总时数', '118.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 110  项产品,好玩过瘾,AoJwp6H9/poDfJn4qwY=
佛明之乾,推荐,"['总时数', '5.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 60  项产品,免费获取的产品这个游戏没有想象的那么好玩，但是确实不差，而且死亡不掉灵韵就很人性，到底是齐天大圣孙悟空还是黑马喽就看自己的操作了，在我玩过的魂游里可以排第三的位置 ,AoJ4u9TH/poDf+3zqwY=
SKIES,推荐,"['总时数', '49.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 469  项产品,打击和交互感都挺不错的，做为村里的第一个大学生质量上也属上乘，只是可惜后面的章节不知道是因为赶工的原因还是想尝试更多东西导致游戏质量看上去有点缩水了，希望后续给的DLC能够在一定程度上做出弥补。,AoJ4u9TH/poDf+3zqwY=
陈梭曼,推荐,"['总时数', '57.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 50  项产品,不赖,AoJ4u9TH/poDf+3zqwY=
迷惘可会没命哦,推荐,"['总时数', '47.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 51  项产品,神,AoJ4u9TH/poDf+3zqwY=
Ks.老菜问666,推荐,"['总时数', '99.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 36  项产品,做一次齐天大圣,AoJ4u9TH/poDf+3zqwY=
Benson,推荐,"['总时数', '31.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,少年的大圣梦,AoJ4u9TH/poDf+3zqwY=
DSDSWSDS,推荐,"['总时数', '72.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 61  项产品,👍,AoJ4u9TH/poDf+3zqwY=
67480586,推荐,"['总时数', '137.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好游戏,AoJ4u9TH/poDf+3zqwY=
爱莉希雅,推荐,"['总时数', '43.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 57  项产品,不算难的游戏，打击和交互感也不错，后面的章节有点缩水了，希望有DLC吧！,AoJ4u9TH/poDf+3zqwY=
942502092,推荐,"['总时数', '60.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常棒,AoJ4u9TH/poDf+3zqwY=
你,推荐,"['总时数', '79.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 167  项产品,剧情怪怪的，攻击模组就两种，第六章太水，第五章一般，优化有点烂，亢金龙和百眼打着好难受，平A不能取消。除此外一二三四章都不错，动画和通过后的画卷很有创意，boos大部分设计的不错，画面打击感都是顶级水平。神作说不上但至少是良作，空气墙都是小问题居然有人骂这个，喷烂的人应该喜欢玩原神，和大众唱反调尬黑觉得自己牛逼坏了。,AoJwgJaI/poDcKjvqwY=
找哥哥暖手,推荐,"['总时数', '255.1', '小时']",,0,有 14 人觉得这篇评测有价值				0,0,帐户内拥有 13  项产品,很好玩   买了不亏,AoJwgJaI/poDcKjvqwY=
ZMjjkking,推荐,"['总时数', '33.9', '小时']",,0,尚未有人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 51  项产品,出了一年才有时间玩，30h达成真结局。玩之前就知道关于黑猴的争论不断，玩完觉得除了指引弱跑图麻烦之外，各方面都很完美，比所谓魂游大作只强不弱。,AoJwgJaI/poDcKjvqwY=
虐死菲狗,推荐,"['总时数', '169.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,不错,AoJwgJaI/poDcKjvqwY=
山猪吃不了细糠,推荐,"['总时数', '73.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJwgJaI/poDcKjvqwY=
Meow,推荐,"['总时数', '19.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,免费获取的产品7分。朋友送的。第一款国产3A不错了。画面剧情都还可以，内容量和自由度还有很大进步空间,AoJwgJaI/poDcKjvqwY=
一品666,推荐,"['总时数', '244.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 19  项产品,好,AoJwgJaI/poDcKjvqwY=
厌蠢症,推荐,"['总时数', '97.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好玩，手感顺滑，难度阳间，就是内容太少了,AoJwgJaI/poDcKjvqwY=
猪突猛进,推荐,"['总时数', '112.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 50  项产品,一年后又回来细细品味，真的太棒了这游戏！！！,AoJwgJaI/poDcKjvqwY=
dukefirst2000,推荐,"['总时数', '100.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,战来战去，搜东搜西，得以强劲体魄，终于扳倒强敌，一周目继续努力,AoJwgJaI/poDcKjvqwY=
八不 OwO,推荐,"['总时数', '111.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 26  项产品,还行吧,AoJwr8/X/JoDfsHZqwY=
玛卡芙卡,推荐,"['总时数', '26.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,阿达达,AoJwr8/X/JoDfsHZqwY=
竹君岚,推荐,"['总时数', '89.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 54  项产品,太好玩了，虽然买回来一直没时间玩，都一年多了一周目还没打完。但真的唯一的神！,AoJwr8/X/JoDfsHZqwY=
莲华似她在舞,推荐,"['总时数', '152.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,1,AoJwr8/X/JoDfsHZqwY=
Chara,推荐,"['总时数', '187.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 299  项产品,制作者的用心 玩家是能感受到的,AoJwr8/X/JoDfsHZqwY=
Darway,推荐,"['总时数', '48.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 135  项产品,水准之上的3A，值得好评,AoJwr8/X/JoDfsHZqwY=
尐貔貅,推荐,"['总时数', '27.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 17  项产品,好玩,AoJwr8/X/JoDfsHZqwY=
Omnipotent Youth Society,推荐,"['总时数', '75.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,6666666,AoJwr8/X/JoDfsHZqwY=
kylie,推荐,"['总时数', '116.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 10  项产品,神中神，无敌，非常牛逼，奈何文化不高只能说牛逼,AoJwr8/X/JoDfsHZqwY=
3399315682,推荐,"['总时数', '2.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,产品已退款好玩,AoJwr8/X/JoDfsHZqwY=
游戏神,推荐,"['总时数', '56.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 30  项产品,实事求是讲，黑猴还是传奇，无论是美术还是音乐都是无与伦比的，在战斗层面也成功展现了棍棒的战斗快感，当然这游戏也并非完美，空气墙问题以及巨型boss吃屎般的体验无法无视，第五第六章内容也远远不及前四章，总之黑神话悟空是一款瑕不掩瑜的中国3a巨作，这传奇般的游戏必将被记载在中国游戏的总章,AoJw5Naz/JoDdbHUqwY=
悲伤的土帝,推荐,"['总时数', '91.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 21  项产品,单字一个牛,AoJw5Naz/JoDdbHUqwY=
3235596513,推荐,"['总时数', '6.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,质感很棒,AoJw5Naz/JoDdbHUqwY=
KESHUI,推荐,"['总时数', '88.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,nice,AoJw5Naz/JoDdbHUqwY=
13466090664,推荐,"['总时数', '82.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,经典 毋庸多言,AoJw5Naz/JoDdbHUqwY=
LIUOFD,推荐,"['总时数', '88.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好，非常好玩！,AoJw5Naz/JoDdbHUqwY=
WeaponPenny,不推荐,"['总时数', '73.6', '小时']",,1,有 4 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 87  项产品,不能让白衣秀士卷我鸡鸡,AoJw5Naz/JoDdbHUqwY=
DIE,推荐,"['总时数', '3.3', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 54  项产品,免费获取的产品666,AoJw5Naz/JoDdbHUqwY=
shifanxiang1201,推荐,"['总时数', '55.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,太帅了猴哥 ,AoJw5Naz/JoDdbHUqwY=
云中梦中云,推荐,"['总时数', '12.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 19  项产品,挺不错,AoJw5Naz/JoDdbHUqwY=
23525525,不推荐,"['总时数', '1.5', '小时']",,0,有 4 人觉得这篇评测有价值有 4 人觉得这篇评测很欢乐				0,0,帐户内拥有 93  项产品,港服商店300买的，不值这个价。建议打五折的时候再考虑入。游戏还可以，不过玩了一会儿完全能理解为什么拿不了年度最佳了。,AoJ4zIP3+5oDcLbNqwY=
闪闪宝宝,推荐,"['总时数', '138.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,永远的神,AoJ4zIP3+5oDcLbNqwY=
598767468,推荐,"['总时数', '71.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 4  项产品,挺不错的,AoJ4zIP3+5oDcLbNqwY=
319321932,推荐,"['总时数', '17.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJ4zIP3+5oDcLbNqwY=
巨蜥本尊,推荐,"['总时数', '76.5', '小时']",,0,有 132 人觉得这篇评测有价值有 4 人觉得这篇评测很欢乐				5,5,帐户内拥有 201  项产品,这是我在Steam上通关的第一款游戏，理应为他写几句评价。我是预购的豪华版，2024年9月底来到了大石敢当面前，没想到完成一周目居然就到了2025年12月7号。作为动作游戏苦手，很多boss是靠轮椅打法过的，但当我再一次击败大圣残躯，耳边响起《云宫迅音》，那份感动真的无与伦比。,AoJ4zIP3+5oDcLbNqwY=
老狗,推荐,"['总时数', '156.9', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 282  项产品,神,AoJ4zIP3+5oDcLbNqwY=
帕布寄糕手,推荐,"['总时数', '64.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 15  项产品,很棒的游戏值得一玩,AoJ4zIP3+5oDcLbNqwY=
暴龙战士,推荐,"['总时数', '78.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 84  项产品,好玩,AoJ4zIP3+5oDcLbNqwY=
176060036,推荐,"['总时数', '39.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 19  项产品,非常棒,AoJ4zIP3+5oDcLbNqwY=
1151707987,推荐,"['总时数', '33.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常好玩,AoJ4zIP3+5oDcLbNqwY=
76561198101168322,推荐,"['总时数', '33.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 4  项产品,风景很美，故事很吸引人，自由度略有欠缺。整体五星好评！,AoJwk5TV+5oDepfKqwY=
JoshuaT,推荐,"['总时数', '54.1', '小时']",,0,有 2 人觉得这篇评测有价值				0,0,帐户内拥有 56  项产品,TGA欺世盗名，黑猴子天下第一,AoJwk5TV+5oDepfKqwY=
Oliver,推荐,"['总时数', '10.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJwk5TV+5oDepfKqwY=
Oopslurp',推荐,"['总时数', '21.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,不愧是国产3A，以为网上在吹捧，实际上的确有实力。唯一一个不舍得跳过剧情的游戏，文化气息很强，深深地吸引了我。每一章都探讨了一个独立的命题，结构很像西游记，打boss也很像，一章一章的。此外，战斗方面无可挑剔，很舒服，法术如果再多一些就好了。总的来说作为第一款国产3A值得100%好评和这价，就是画质帧率这方面有画一些就好了（我玩的时候有一团团黑色粒子bug，不过不太影响）。圆了我小时候读西游记时候的激情和震撼。,AoJwk5TV+5oDepfKqwY=
356157999,推荐,"['总时数', '89.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很有深度,AoJwk5TV+5oDepfKqwY=
3100258660,推荐,"['总时数', '37.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,画面不错，动作流畅,AoJwk5TV+5oDepfKqwY=
沐锦,推荐,"['总时数', '32.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 16  项产品,好玩,AoJwk5TV+5oDepfKqwY=
伥玖—,推荐,"['总时数', '10.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩 不难,AoJwk5TV+5oDepfKqwY=
kuki,推荐,"['总时数', '75.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJwk5TV+5oDepfKqwY=
whatfunc1997,推荐,"['总时数', '821.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,这么久才想起来给好评了,AoJwk5TV+5oDepfKqwY=
峰祥Games,推荐,"['总时数', '31.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 92  项产品,非常不错,AoJwz922+5oDf5XHqwY=
handsomexue1,推荐,"['总时数', '54.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 220  项产品,被虎哥剁成肉臊子了,AoJwz922+5oDf5XHqwY=
玩高能游戏享低能人生,推荐,"['总时数', '80.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 11  项产品,好玩爱玩,AoJwz922+5oDf5XHqwY=
YCQ,推荐,"['总时数', '35.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 541  项产品,国产第一神，玩之前没想到完成度如此之高，作为魂系爱好者大喜！非常精髓好玩之作！,AoJwz922+5oDf5XHqwY=
rabbitman,推荐,"['总时数', '80.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,喜欢,AoJwz922+5oDf5XHqwY=
丰川橘雪莉,推荐,"['总时数', '154.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 90  项产品,好玩爱玩，就是武器丰富度欠缺点,AoJwz922+5oDf5XHqwY=
MokeyKing,推荐,"['总时数', '35.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 23  项产品,玩玩玩,AoJwz922+5oDf5XHqwY=
yubo821018,推荐,"['总时数', '37.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,画质不错,AoJwz922+5oDf5XHqwY=
601188507,推荐,"['总时数', '109.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 36  项产品,ok  ok!,AoJwz922+5oDf5XHqwY=
kksai,推荐,"['总时数', '32.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 8  项产品,值得一玩，确实是第一个大学生,AoJwz922+5oDf5XHqwY=
反冻Π,推荐,"['总时数', '47.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,质量很高，但是自由度不高，而且很多隐藏副本，不适合新手。,AoJw2K/x+poDf86/qwY=
Season_聪,推荐,"['总时数', '151.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 20  项产品,一开始跟恐怖游戏一样，不知道从哪里就跳出来一个怪把你吓死。二周目开始就体验收集的乐趣，三周目就是爽游了完虐BOSS了，不建议玩五周目了，活生生的魂游了。 ,AoJw2K/x+poDf86/qwY=
秋浅,推荐,"['总时数', '80.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,无敌的国产单机神作,AoJw2K/x+poDf86/qwY=
queg28453,推荐,"['总时数', '94.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJw2K/x+poDf86/qwY=
沐秋,推荐,"['总时数', '414.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 19  项产品,很好玩,AoJw2K/x+poDf86/qwY=
小穆,推荐,"['总时数', '40.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 37  项产品,给我打飞了,AoJw2K/x+poDf86/qwY=
1912329098,推荐,"['总时数', '87.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 4  项产品,好玩,AoJw2K/x+poDf86/qwY=
1064032462,推荐,"['总时数', '106.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 2  项产品,好玩,AoJw2K/x+poDf86/qwY=
nwgs88,推荐,"['总时数', '139.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 9  项产品,真好玩,AoJw2K/x+poDf86/qwY=
qiuqiu[Bot],推荐,"['总时数', '52.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 95  项产品,国产游戏里程碑,AoJw2K/x+poDf86/qwY=
LLL,推荐,"['总时数', '8.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 11  项产品,/,AoJ41pSS+poDfMCxqwY=
レゼ,不推荐,"['总时数', '89.8', '小时']",,0,有 2 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 22  项产品,第五章和第六章没做好，我看就按照前三章那样的水准重置一遍，二郎神和大圣就不用重置了,AoJ41pSS+poDfMCxqwY=
咪？,推荐,"['总时数', '72.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,懂得都懂,AoJ41pSS+poDfMCxqwY=
2941471036,推荐,"['总时数', '44.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 27  项产品,当齐天大圣好吧!孩子，别忘了你的儿时梦。,AoJ41pSS+poDfMCxqwY=
Ychan,推荐,"['总时数', '53.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,24年发售的时候就很期待了，今年高考完一买到电脑就入手了，总体来说体验是不错的，虽然有点吃电脑配置，但是打怪的手感是超棒的。,AoJ41pSS+poDfMCxqwY=
落笔有妖气,推荐,"['总时数', '31.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,6,AoJ41pSS+poDfMCxqwY=
疯狂电脑,推荐,"['总时数', '60.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 9  项产品,国产的呗 支持中国,AoJ41pSS+poDfMCxqwY=
场地,推荐,"['总时数', '22.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 19  项产品,00,AoJ41pSS+poDfMCxqwY=
Carrotei,不推荐,"['总时数', '101.9', '小时']",,0,1 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,,看什么差评？都给我去买游戏,AoJ41pSS+poDfMCxqwY=
尤可娜,推荐,"['总时数', '70.4', '小时']",,1,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 42  项产品,杨戬我真怕了你了,AoJ41pSS+poDfMCxqwY=
rU7ksa,推荐,"['总时数', '58.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,ok,AoJw3bz9+ZoDeqquqwY=
tom,推荐,"['总时数', '55.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 4  项产品,good ,AoJw3bz9+ZoDeqquqwY=
QING,推荐,"['总时数', '40.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 64  项产品,GOOD,AoJw3bz9+ZoDeqquqwY=
问天,推荐,"['总时数', '143.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 20  项产品,.,AoJw3bz9+ZoDeqquqwY=
shw5855,推荐,"['总时数', '90.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJw3bz9+ZoDeqquqwY=
2242667745,推荐,"['总时数', '89.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 6  项产品,虽然对新手不友好，但通关后还是很开心的,AoJw3bz9+ZoDeqquqwY=
furanku,推荐,"['总时数', '52.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,good game,AoJw3bz9+ZoDeqquqwY=
leidian1235,推荐,"['总时数', '34.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJw3bz9+ZoDeqquqwY=
Fallen,推荐,"['总时数', '34.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 12  项产品,很难描述这种感觉，看再多的视频都不如这趟天命之旅。缺点当然有，但是瑕不掩瑜，希望游科继续努力，保持进步,AoJw3bz9+ZoDeqquqwY=
yyyyynakiri,不推荐,"['总时数', '11.8', '小时']",,0,尚未有人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 328  项产品,。,AoJw3bz9+ZoDeqquqwY=
18845640425,推荐,"['总时数', '18.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩，隔很久还想玩,AoJ4+bnm+ZoDc5WrqwY=
18435380594,推荐,"['总时数', '83.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,猴哥永远的神,AoJ4+bnm+ZoDc5WrqwY=
没事找事,推荐,"['总时数', '17.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 14  项产品,好玩,AoJ4+bnm+ZoDc5WrqwY=
jfd_qijian,推荐,"['总时数', '127.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好玩,AoJ4+bnm+ZoDc5WrqwY=
418828263,推荐,"['总时数', '48.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常不错的一款国产3A大作 优化的也非常好,AoJ4+bnm+ZoDc5WrqwY=
Eddie Peng Yuyan,推荐,"['总时数', '7.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 6  项产品,国产之光👍,AoJ4+bnm+ZoDc5WrqwY=
坤村委员会,推荐,"['总时数', '92.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 67  项产品,66666666666666666666666666666666,AoJ4+bnm+ZoDc5WrqwY=
人菜瘾还大,推荐,"['总时数', '262.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 2  项产品,非常值得玩！！！,AoJ4+bnm+ZoDc5WrqwY=
nie566662,推荐,"['总时数', '36.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,ok ,AoJ4+bnm+ZoDc5WrqwY=
raptor,推荐,"['总时数', '80.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 146  项产品,推荐,AoJ4+bnm+ZoDc5WrqwY=
书生,推荐,"['总时数', '64.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 65  项产品,没啥说的，带派,AoJw0Oar+ZoDetSkqwY=
二次元百合控,推荐,"['总时数', '53.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 66  项产品,有长处，但名不副实 ,AoJw0Oar+ZoDetSkqwY=
乐,推荐,"['总时数', '65.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 53  项产品,哪怕没有各种BUFF，当一个普通ARPG也属于上乘之作,AoJw0Oar+ZoDetSkqwY=
MinGW,推荐,"['总时数', '73.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 28  项产品,爽,AoJw0Oar+ZoDetSkqwY=
2706865182,推荐,"['总时数', '16.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 17  项产品,质量很高,AoJw0Oar+ZoDetSkqwY=
379331193,推荐,"['总时数', '357.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,大哥vdfrgfdgh,AoJw0Oar+ZoDetSkqwY=
3553996007,推荐,"['总时数', '70.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 23  项产品,66666,AoJw0Oar+ZoDetSkqwY=
yuaaa1116,推荐,"['总时数', '84.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 35  项产品,good ,AoJw0Oar+ZoDetSkqwY=
I.M,推荐,"['总时数', '180.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 16  项产品,太好了,AoJw0Oar+ZoDetSkqwY=
卿梦云,推荐,"['总时数', '12.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很优秀，希望出一些好看的造型，毕竟大圣会72变,AoJw0Oar+ZoDetSkqwY=
往事不过些许风霜,推荐,"['总时数', '79.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 13  项产品,单机游戏本身有足够的沉浸性，我喜欢美术风格比较好的游戏，这款游戏美术风格非常好，趣味性也很强，希望大家可以一起玩耍,AoJwk+fs+JoDeN+eqwY=
挽溃,推荐,"['总时数', '92.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,第一次玩魂游。在玩魂有之前有过找入门推荐，但是要么画风不是我喜欢的，要么玩法我不是很喜欢。到最后下决心干脆来把猛的，筛选出老头环、只狼、悟空这三个。在对比这三个攻略后还是选择悟空作为我的入门魂游，可能是从小对于西游记的喜爱让我做出了决定。虽然现在每次上线前都得先被军训二十几个来回，但是在最终击败时还是能感受到满满的成就感,AoJwk+fs+JoDeN+eqwY=
wushangshaonian,推荐,"['总时数', '122.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 15  项产品,国产之光,AoJwk+fs+JoDeN+eqwY=
风到未济,推荐,"['总时数', '17.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 24  项产品,我的西行路还很长，我现在还不熟手，以后好好尝尝我的棍棒之威，走着瞧！！,AoJwk+fs+JoDeN+eqwY=
不打篮球,推荐,"['总时数', '81.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 38  项产品,顶级,AoJwk+fs+JoDeN+eqwY=
掰掰,推荐,"['总时数', '91.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,喜欢,AoJwk+fs+JoDeN+eqwY=
迷恋姐会让你心碎,推荐,"['总时数', '47.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,爽！ ,AoJwk+fs+JoDeN+eqwY=
求缘,推荐,"['总时数', '64.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 39  项产品,国内3a大学生，必须支持,AoJwk+fs+JoDeN+eqwY=
3260466563,推荐,"['总时数', '6.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 6  项产品,nb,AoJwk+fs+JoDeN+eqwY=
411065556,推荐,"['总时数', '73.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,国风十足,AoJwk+fs+JoDeN+eqwY=
鱼汤和肉K,推荐,"['总时数', '146.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 38  项产品,游戏优化不太好，比较吃电脑配置。别的没有了10分推荐,AoJ47L7Q95oDcvCLqwY=
2783989833,推荐,"['总时数', '53.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 8  项产品,78ityu,AoJ47L7Q95oDcvCLqwY=
